# ASCII file generated by KVIDZAGrid::WriteToAsciiFile
# ID Graph Name : ID_SI1_SI2_11
# This file can be read using KVIDZAGrid::ReadFromAsciiFile
# 
++KVIDZAGrid
<VARX> Q2.FPGAEnergy
22.3477   2374.2
39.2935   2187.93
53.4729   2048.98
66.2408   1935.61
78.1606   1838.84
89.5323   1753.93
100.54   1677.99
111.306   1609.17
121.918   1546.15
132.443   1487.96
142.933   1433.87
153.428   1383.35
163.963   1335.92
174.57   1291.25
185.273   1249.02
196.096   1208.98
207.059   1170.94
218.183   1134.71
229.486   1100.15
240.984   1067.12
252.695   1035.5
264.633   1005.19
276.814   976.095
289.255   948.146
301.968   921.265
314.969   895.386
328.273   870.452
341.896   846.411
354.537   823.214
+KVIDZALine
ID:Z=3 A=7
3	7
30
1.46049   2807.75
22.9179   2540.25
40.8994   2343.31
56.004   2195.66
69.6295   2074.91
82.3634   1971.67
94.521   1880.96
106.295   1799.78
117.816   1726.14
129.176   1658.66
140.447   1596.32
151.681   1538.36
162.924   1484.18
174.213   1433.32
185.579   1385.37
197.05   1340.03
208.654   1297.04
220.408   1256.19
232.336   1217.27
244.459   1180.12
256.791   1144.62
269.354   1110.62
282.162   1078.03
295.234   1046.74
308.584   1016.67
322.23   987.75
336.186   959.905
350.469   933.072
365.096   907.195
379.226   882.225
+KVIDZALine
ID:Z=3 A=8
3	8
30
1.26928   2964.61
23.3467   2692.44
42.251   2486.14
58.1912   2330.73
72.5954   2203.32
86.071   2094.22
98.9459   1998.26
111.421   1912.3
123.634   1834.28
135.679   1762.73
147.633   1696.6
159.55   1635.08
171.481   1577.55
183.462   1523.51
195.527   1472.57
207.707   1424.39
220.026   1378.67
232.51   1335.22
245.18   1293.82
258.056   1254.3
271.159   1216.5
284.507   1180.31
298.117   1145.6
312.01   1112.28
326.201   1080.26
340.706   1049.45
355.544   1019.78
370.732   991.185
386.286   963.608
401.966   936.993
+KVIDCutLine
OK:Bragg_line
right
9
3.2854e-09   353.23
3.8704e-08   468.029
3.21139e-07   548.66
0.0179075   1251.41
0.0313723   1409.06
0.0690725   1659.66
0.0317017   2652.23
0.0444467   2821.64
0.0595487   2975.32
!
# ASCII file generated by KVIDZAGrid::WriteToAsciiFile
# ID Graph Name : ID_SI1_SI2_22
# This file can be read using KVIDZAGrid::ReadFromAsciiFile
# 
++KVIDZAGrid
<VARX> Q2.FPGAEnergy
<VARY> QL1.Amplitude
<PARAMETER> Runlist=7000-17999
<PARAMETER> ManualWidth=0.300000
<PARAMETER> ManualWidthScaling=0.050000
<PARAMETER> IDTelescopes=ID_SI1_SI2_22
+KVIDZALine
ID:Z=1 A=1
1	1
30
1.30877   321.815
2.82509   303.327
5.17541   277.851
7.0796   259.642
8.77565   245.022
10.3511   232.643
11.8499   221.833
13.2986   212.195
14.714   203.479
16.1085   195.506
17.491   188.154
18.8683   181.325
20.2463   174.946
21.6296   168.962
23.022   163.324
24.4271   157.995
25.8479   152.943
27.2872   148.141
28.7475   143.569
30.2313   139.205
31.7407   135.032
33.278   131.037
34.8452   127.206
36.4443   123.528
38.0772   119.992
39.7461   116.591
41.4526   113.316
43.1988   110.158
44.9867   107.112
46.8181   104.173
+KVIDZALine
ID:Z=1 A=2
1	2
30
1.31751   432.749
3.75638   403.73
6.73142   372.47
9.21438   349.323
11.4545   330.44
13.5509   314.297
15.5558   300.102
17.5006   287.383
19.4065   275.831
21.2885   265.229
23.158   255.421
25.024   246.288
26.8934   237.739
28.7724   229.7
30.6662   222.113
32.5793   214.928
34.5158   208.107
36.4792   201.614
38.4732   195.421
40.5008   189.503
42.5653   183.838
44.6694   178.407
46.8159   173.193
49.0078   168.183
51.2477   163.362
53.5383   158.719
55.8822   154.245
58.2822   149.928
60.741   145.76
62.2793   141.734
+KVIDZALine
ID:Z=1 A=3
1	3
30
0.933308   515.801
4.05201   478.968
7.51215   443.013
10.4252   416.124
13.0653   394.069
15.5433   375.146
17.9182   358.46
20.226   343.476
22.4908   329.84
24.7298   317.304
26.9564   305.69
29.1807   294.862
31.4111   284.712
33.6546   275.158
35.9174   266.131
38.2048   257.576
40.5217   249.445
42.8723   241.699
45.2608   234.305
47.6911   227.232
50.1668   220.458
52.6914   213.959
55.2684   207.716
57.9012   201.712
60.5929   195.932
63.3469   190.362
66.1665   184.99
69.055   179.805
72.0156   174.796
73.992   169.955
+KVIDZALine
ID:Z=2 A=3
2	3
30
0.76922   1193.02
11.4223   1059.83
19.4679   973.883
26.1155   910.844
32.0722   859.785
37.6186   816.388
42.9017   778.415
48.0102   744.535
53.0027   713.877
57.9212   685.837
62.797   659.979
67.6543   635.97
72.5126   613.557
77.3887   592.536
82.2959   572.745
87.2468   554.048
92.2519   536.334
97.3216   519.51
102.464   503.495
107.687   488.221
113   473.627
118.41   459.662
123.923   446.28
129.549   433.44
135.291   421.108
141.16   409.248
147.159   397.834
153.298   386.84
159.581   376.24
163.862   366.015
+KVIDZALine
ID:Z=2 A=4
2	4
30
0.486755   1348.65
12.2142   1203.78
21.2489   1107.64
28.7484   1036.72
35.4831   979.089
41.7626   930.004
47.7494   886.987
53.5421   848.555
59.2064   813.742
64.789   781.872
70.3247   752.459
75.8411   725.129
81.3602   699.598
86.9004   675.639
92.4773   653.068
98.1047   631.735
103.795   611.514
109.559   592.3
115.406   574.002
121.347   556.543
127.391   539.856
133.546   523.883
139.819   508.571
146.221   493.875
152.756   479.755
159.436   466.173
166.266   453.098
173.254   440.501
180.409   428.354
187.738   416.632
+KVIDZALine
ID:Z=2 A=6
2	6
30
0.557016   1589.77
13.5838   1432.98
24.0872   1322.59
32.9084   1239.97
40.8746   1172.35
48.3276   1114.47
55.4497   1063.58
62.3526   1017.98
69.1115   976.592
75.78   938.632
82.3987   903.539
88.9992   870.888
95.6074   840.347
102.245   811.652
108.93   784.592
115.679   758.992
122.507   734.704
129.425   711.606
136.448   689.593
143.586   668.574
150.849   648.47
158.248   629.213
165.795   610.743
173.496   593.007
181.364   575.956
189.405   559.547
197.632   543.743
206.052   528.509
214.675   513.814
223.345   499.628
+KVIDZALine
ID:Z=3 A=6
3	6
30
0.416924   2543.33
22.2859   2279.25
39.189   2100.39
53.3336   1966.96
66.0708   1858.1
77.9623   1765.17
89.3077   1683.62
100.29   1610.71
111.032   1544.62
121.621   1484.09
132.122   1428.22
142.588   1376.28
153.061   1327.76
163.575   1282.23
174.16   1239.32
184.84   1198.77
195.641   1160.33
206.584   1123.79
217.686   1089.01
228.966   1055.82
240.443   1024.1
252.131   993.74
264.047   964.634
276.207   936.702
288.625   909.865
301.316   884.054
314.295   859.206
327.577   835.265
341.176   812.182
354.43   789.909
+KVIDZALine
ID:Z=3 A=7
3	7
30
1.45717   2695.45
22.8537   2438.66
40.7897   2249.55
55.8573   2107.77
69.4499   1991.81
82.1535   1892.67
94.2827   1805.56
106.03   1727.61
117.525   1656.9
128.86   1592.09
140.104   1532.24
151.314   1476.58
162.534   1424.55
173.799   1375.69
185.141   1329.66
196.59   1286.13
208.168   1244.85
219.9   1205.62
231.805   1168.25
243.904   1132.58
256.213   1098.48
268.752   1065.84
281.537   1034.54
294.585   1004.5
307.912   975.627
321.533   947.857
335.466   921.12
349.725   895.357
364.326   870.511
378.929   846.535
+KVIDZALine
ID:Z=3 A=8
3	8
30
1.26658   2846.01
23.2917   2584.64
42.1543   2386.49
58.0608   2237.22
72.4353   2114.85
85.8842   2010.06
98.7344   1917.9
111.186   1835.34
123.376   1760.4
135.4   1691.68
147.333   1628.17
159.231   1569.08
171.142   1513.84
183.104   1461.94
195.152   1413.01
207.313   1366.74
219.615   1322.85
232.082   1281.12
244.735   1241.35
257.595   1203.39
270.682   1167.1
284.014   1132.35
297.61   1099.03
311.488   1067.03
325.664   1036.28
340.155   1006.69
354.98   978.204
370.154   950.75
385.696   924.272
400.844   898.717
+KVIDCutLine
OK:Bragg_line
right
9
8.98055e-10   339.111
3.78315e-08   449.31
3.24931e-07   526.702
0.0179074   1201.4
0.0313719   1352.73
0.0690711   1593.27
0.0317161   2546.18
0.0444666   2708.79
0.0595753   2856.3
!
# ASCII file generated by KVIDZAGrid::WriteToAsciiFile
# ID Graph Name : ID_SI1_SI2_23
# This file can be read using KVIDZAGrid::ReadFromAsciiFile
# 
++KVIDZAGrid
<VARX> Q2.FPGAEnergy
<VARY> QL1.Amplitude
<PARAMETER> Runlist=7000-17999
<PARAMETER> ManualWidth=0.300000
<PARAMETER> ManualWidthScaling=0.050000
<PARAMETER> IDTelescopes=ID_SI1_SI2_23
+KVIDZALine
ID:Z=1 A=1
1	1
30
1.29474   324.452
2.79365   305.816
5.11775   280.128
7.00077   261.768
8.67802   247.025
10.236   234.543
11.7183   223.642
13.1509   213.925
14.5508   205.135
15.9299   197.097
17.2972   189.683
18.6595   182.796
20.0225   176.365
21.3905   170.33
22.7678   164.645
24.1575   159.272
25.5628   154.178
26.9864   149.337
28.4309   144.725
29.8986   140.325
31.3917   136.118
32.9124   132.089
34.4626   128.227
36.0445   124.518
37.6599   120.954
39.3107   117.524
40.9989   114.222
42.7265   111.038
44.4952   107.967
46.307   105.003
+KVIDZALine
ID:Z=1 A=2
1	2
30
1.30309   436.297
3.71426   407.042
6.65611   375.521
9.11147   352.182
11.3267   333.141
13.3999   316.862
15.3825   302.55
17.3059   289.725
19.1909   278.076
21.0522   267.386
22.9012   257.496
24.7466   248.287
26.5956   239.666
28.4541   231.56
30.3271   223.909
32.2194   216.666
34.1348   209.787
36.0769   203.24
38.0492   196.996
40.0548   191.029
42.0969   185.316
44.1782   179.84
46.3016   174.584
48.4698   169.532
50.6856   164.671
52.9516   159.99
55.2703   155.478
57.6446   151.125
60.0771   146.923
61.6962   142.863
+KVIDZALine
ID:Z=1 A=3
1	3
30
0.923164   520.026
4.00644   482.894
7.42795   446.64
10.3087   419.527
12.9193   397.288
15.3699   378.207
17.7186   361.383
20.0008   346.274
22.2406   332.523
24.4551   319.884
26.6572   308.173
28.857   297.254
31.063   287.021
33.282   277.387
35.5201   268.285
37.7825   259.658
40.0742   251.459
42.3992   243.649
44.7618   236.193
47.1657   229.063
49.6146   222.232
52.1119   215.678
54.6611   209.383
57.2654   203.33
59.9281   197.501
62.6525   191.886
65.4418   186.469
68.2993   181.241
71.2283   176.191
73.2748   171.309
+KVIDZALine
ID:Z=2 A=3
2	3
30
0.760986   1202.84
11.2942   1068.55
19.2503   981.876
25.8243   918.308
31.7149   866.822
37.2   823.06
42.4248   784.77
47.4769   750.606
52.4146   719.692
57.2791   691.419
62.1012   665.344
66.9052   641.135
71.7105   618.534
76.5332   597.338
81.3869   577.381
86.2838   558.529
91.2344   540.667
96.2485   523.702
101.335   507.554
106.502   492.153
111.757   477.437
117.108   463.356
122.563   449.862
128.127   436.916
133.809   424.48
139.613   412.522
145.549   401.014
151.621   389.928
157.837   379.241
162.393   368.931
+KVIDZALine
ID:Z=2 A=4
2	4
30
0.481663   1359.73
12.0771   1213.67
21.0112   1116.73
28.4274   1045.21
35.0875   987.101
41.2976   937.606
47.2182   894.229
52.9471   855.476
58.549   820.372
64.0701   788.236
69.5451   758.575
75.0011   731.018
80.4598   705.273
85.9394   681.114
91.4554   658.356
97.0214   636.845
102.65   616.455
108.351   597.08
114.135   578.63
120.012   561.026
125.989   544.199
132.077   528.094
138.284   512.654
144.616   497.836
151.081   483.599
157.689   469.904
164.446   456.721
171.359   444.019
178.437   431.772
185.688   419.952
+KVIDZALine
ID:Z=2 A=6
2	6
30
0.551033   1602.82
13.4307   1444.75
23.8171   1333.44
32.5404   1250.13
40.4182   1181.93
47.7887   1123.57
54.8321   1072.25
61.6588   1026.29
68.3433   984.548
74.9385   946.272
81.4844   910.886
88.0126   877.962
94.5484   847.166
101.114   818.231
107.726   790.947
114.401   765.132
121.154   740.641
127.998   717.351
134.944   695.154
142.004   673.96
149.189   653.689
156.508   634.271
163.973   615.649
171.591   597.765
179.373   580.571
187.329   564.027
195.467   548.091
203.797   532.732
212.327   517.915
220.982   503.611
+KVIDZALine
ID:Z=3 A=6
3	6
30
0.412537   2564.23
22.0349   2297.99
38.7499   2117.62
52.7375   1983.08
65.3336   1873.3
77.0937   1779.6
88.3137   1697.37
99.175   1623.85
109.799   1557.21
120.271   1496.17
130.658   1439.82
141.009   1387.46
151.367   1338.54
161.766   1292.61
172.234   1249.35
182.8   1208.45
193.483   1169.7
204.306   1132.86
215.288   1097.8
226.446   1064.32
237.799   1032.35
249.361   1001.72
261.149   972.377
273.177   944.213
285.461   917.152
298.016   891.127
310.856   866.072
323.996   841.934
337.45   818.659
350.816   796.202
+KVIDZALine
ID:Z=3 A=7
3	7
30
0.357972   2729.06
22.596   2458.7
40.3323   2268
55.2324   2125.04
68.6743   2008.11
81.2375   1908.14
93.2327   1820.31
104.851   1741.7
116.219   1670.4
127.429   1605.05
138.551   1544.69
149.637   1488.56
160.733   1436.1
171.875   1386.85
183.095   1340.42
194.418   1296.53
205.871   1254.91
217.475   1215.34
229.251   1177.67
241.219   1141.7
253.395   1107.32
265.799   1074.4
278.445   1042.84
291.352   1012.55
304.536   983.442
318.011   955.441
331.794   928.483
345.901   902.505
360.346   877.454
374.976   853.279
+KVIDZALine
ID:Z=3 A=8
3	8
30
1.25272   2869.37
23.0287   2605.86
41.6812   2406.06
57.4109   2255.55
71.6261   2132.15
84.9261   2026.49
97.634   1933.55
109.949   1850.31
122.004   1774.75
133.897   1705.45
145.699   1641.41
157.466   1581.83
169.247   1526.12
181.078   1473.79
192.994   1424.46
205.022   1377.8
217.191   1333.54
229.522   1291.46
242.038   1251.36
254.759   1213.09
267.703   1176.5
280.893   1141.45
294.342   1107.85
308.069   1075.59
322.093   1044.58
336.429   1014.75
351.094   986.024
366.106   958.341
381.482   931.644
396.716   905.878
+KVIDCutLine
OK:Bragg_line
right
9
2.51036e-09   341.901
3.74946e-08   452.998
3.20455e-07   531.021
0.0177307   1211.28
0.0310623   1363.85
0.0683892   1606.36
0.0314106   2567.1
0.0440383   2731.03
0.0590015   2879.74
!
# ASCII file generated by KVIDZAGrid::WriteToAsciiFile
# ID Graph Name : ID_SI1_SI2_24
# This file can be read using KVIDZAGrid::ReadFromAsciiFile
# 
++KVIDZAGrid
<VARX> Q2.FPGAEnergy
<VARY> QL1.Amplitude
<PARAMETER> Runlist=7000-17999
<PARAMETER> ManualWidth=0.300000
<PARAMETER> ManualWidthScaling=0.050000
<PARAMETER> IDTelescopes=ID_SI1_SI2_24
+KVIDZALine
ID:Z=1 A=1
1	1
30
1.31713   321.587
2.84513   303.105
5.21223   277.653
7.12988   259.462
8.83786   244.856
10.4243   232.49
11.9336   221.689
13.3923   212.062
14.8175   203.353
16.2216   195.389
17.6135   188.042
19.0003   181.22
20.3876   174.848
21.7802   168.869
23.182   163.236
24.5965   157.912
26.0268   152.865
27.4756   148.069
28.9457   143.499
30.4392   139.139
31.9587   134.971
33.506   130.979
35.0834   127.151
36.6929   123.477
38.3365   119.945
40.0161   116.546
41.7336   113.273
43.491   110.119
45.2903   107.076
47.1333   104.139
+KVIDZALine
ID:Z=1 A=2
1	2
30
1.32644   432.441
3.78358   403.438
6.77984   372.207
9.28036   349.083
11.5362   330.218
13.6473   314.089
15.6661   299.909
17.6245   287.203
19.5435   275.661
21.4385   265.069
23.3209   255.271
25.1994   246.146
27.0816   237.604
28.9734   229.574
30.88   221.993
32.8059   214.815
34.7553   208.001
36.7319   201.514
38.739   195.327
40.7801   189.414
42.8581   183.754
44.976   178.328
47.1366   173.119
49.3427   168.114
51.5971   163.297
53.9025   158.658
56.2616   154.187
58.6769   149.874
61.1514   145.709
62.54   141.686
+KVIDZALine
ID:Z=1 A=3
1	3
30
0.939513   515.438
4.0816   478.628
7.56647   442.705
10.5001   415.84
13.1588   393.807
15.6543   374.901
18.0457   358.232
20.3696   343.261
22.65   329.638
24.9045   317.115
27.1463   305.511
29.3858   294.693
31.6313   284.552
33.89   275.008
36.1681   265.989
38.4709   257.441
40.8032   249.318
43.1696   241.579
45.5739   234.191
48.0203   227.126
50.5123   220.357
53.0535   213.864
55.6473   207.627
58.2971   201.628
61.0063   195.853
63.7781   190.289
66.6159   184.92
69.5229   179.74
72.5023   174.736
74.3276   169.899
+KVIDZALine
ID:Z=2 A=3
2	3
30
0.774116   1192.12
11.4905   1059.2
19.5853   973.395
26.2731   910.457
32.265   859.479
37.8438   816.148
43.1572   778.232
48.2944   744.402
53.3148   713.788
58.2602   685.789
63.1622   659.965
68.0452   635.991
72.9289   613.607
77.8298   592.614
82.7618   572.848
87.737   554.174
92.7664   536.483
97.8598   519.679
103.026   503.683
108.274   488.426
113.61   473.848
119.044   459.899
124.582   446.531
130.231   433.705
135.998   421.383
141.89   409.536
147.913   398.133
154.076   387.148
160.383   376.558
166.842   366.341
+KVIDZALine
ID:Z=2 A=4
2	4
30
0.489649   1347.64
12.3028   1202.88
21.4018   1106.85
28.9541   1035.98
35.7361   978.415
42.0594   929.379
48.0878   886.404
53.9207   848.01
59.624   813.232
65.2448   781.394
70.8184   752.008
76.3724   724.705
81.9289   699.199
87.5066   675.263
93.121   652.715
98.7863   631.401
104.514   611.199
110.317   592.003
116.203   573.722
122.183   556.28
128.266   539.609
134.461   523.649
140.776   508.352
147.218   493.669
153.797   479.562
160.52   465.992
167.394   452.929
174.427   440.343
181.628   428.206
188.958   416.494
+KVIDZALine
ID:Z=2 A=6
2	6
30
0.560597   1588.61
13.6833   1431.93
24.2614   1321.64
33.145   1239.1
41.1673   1171.54
48.6723   1113.72
55.8439   1062.88
62.7947   1017.33
69.6002   975.979
76.3145   938.057
82.9786   902.998
89.6241   870.378
96.2771   839.866
102.96   811.2
109.69   784.165
116.484   758.589
123.357   734.324
130.323   711.247
137.391   689.255
144.576   668.256
151.887   648.17
159.335   628.931
166.93   610.478
174.682   592.757
182.6   575.722
190.694   559.328
198.973   543.538
207.448   528.317
216.125   513.634
224.667   499.46
+KVIDZALine
ID:Z=3 A=6
3	6
30
0.419447   2541.45
22.4491   2277.56
39.4722   2098.86
53.7164   1965.57
66.5428   1856.82
78.5173   1763.98
89.9414   1682.52
101   1609.68
111.815   1543.65
122.477   1483.18
133.05   1427.36
143.588   1375.48
154.131   1327
164.716   1281.51
175.371   1238.64
186.124   1198.13
196.996   1159.73
208.011   1123.24
219.187   1088.48
230.542   1055.32
242.094   1023.64
253.859   993.303
265.853   964.224
278.091   936.317
290.589   909.504
303.362   883.716
316.425   858.89
329.791   834.97
343.478   811.908
356.277   789.654
+KVIDZALine
ID:Z=3 A=7
3	7
30
1.46722   2693.46
23.0217   2436.87
41.0852   2247.92
56.259   2106.29
69.9469   1990.44
82.7393   1891.39
94.9527   1804.38
106.781   1726.5
118.355   1655.86
129.768   1591.12
141.09   1531.32
152.376   1475.72
163.67   1423.73
175.012   1374.94
186.43   1328.94
197.956   1285.45
209.612   1244.21
221.422   1205.01
233.406   1167.68
245.583   1132.05
257.974   1097.98
270.595   1065.36
283.463   1034.09
296.595   1004.08
310.009   975.238
323.718   947.492
337.739   920.779
352.089   895.039
366.785   870.214
381.061   846.26
+KVIDZALine
ID:Z=3 A=8
3	8
30
1.27515   2843.94
23.4523   2582.86
42.4428   2384.94
58.456   2235.85
72.9261   2113.62
86.4637   2008.96
99.3979   1916.91
111.93   1834.44
124.199   1759.58
136.3   1690.94
148.308   1627.5
160.282   1568.49
172.267   1513.3
184.303   1461.47
196.425   1412.59
208.66   1366.36
221.036   1322.52
233.578   1280.82
246.307   1241.11
259.244   1203.19
272.407   1166.93
285.817   1132.22
299.492   1098.92
313.449   1066.95
327.705   1036.24
342.279   1006.68
357.187   978.212
372.445   950.782
388.073   924.327
403.874   898.796
+KVIDCutLine
OK:Bragg_line
right
9
2.21925e-09   338.853
3.7219e-08   448.98
3.22545e-07   526.326
0.0179956   1200.49
0.0315267   1351.71
0.0694123   1592.11
0.0318598   2544.29
0.0446682   2706.79
0.0598457   2854.21
!
# ASCII file generated by KVIDZAGrid::WriteToAsciiFile
